filename,variable,missing_percent,test_result,r_value,verdict
OCTOBER_2023.CSV,c14_primary_occupation,55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c12_job_indicator,52.53,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c08_currently_attending_school,52.15,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.46,Pattern Found (r=0.95),0.9483,Likely MAR (Impute)
OCTOBER_2023.CSV,c09_graduate_of_technical/vocational_course,26.8,Pattern Found (r=0.99),0.9886,Likely MAR (Impute)
OCTOBER_2023.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.8,Pattern Found (r=0.95),0.9497,Likely MAR (Impute)
OCTOBER_2023.CSV,c10_overseas_filipino_indicator,26.8,Pattern Found (r=0.99),0.9886,Likely MAR (Impute)
OCTOBER_2023.CSV,work_indicator,8.68,Pattern Found (r=0.48),0.484,Likely MAR (Impute)
OCTOBER_2023.CSV,c07_highest_grade_completed,7.02,Pattern Found (r=0.59),0.5859,Likely MAR (Impute)
OCTOBER_2023.CSV,c06_marital_status,7.02,Pattern Found (r=0.59),0.5859,Likely MAR (Impute)
JULY_2023.CSV,first_time_to_look_for_work,98.81,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.81,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c32_job_search_method,98.81,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c35_when_last_looked_for_work,98.64,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c27_number_of_jobs_during_the_past_week,96.25,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,available_for_work,96.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c39___last_worked_(year),88.11,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,kind_of_business_(past_quarter),88.11,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c41__previous_occupation,88.11,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c39___last_worked_(month),88.11,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,80.03,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c25_basic_pay_per_day_(primary_occupation),77.68,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c24_basis_of_payment_(primary_occupation),74.46,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c34_reason_for_not_looking_for_work,70.43,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,69.23,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,previous_job_indicator,69.23,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c11a___working_arrangement,59.76,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c19_total_number_of_hours_worked_during_the_past_week,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c17_nature_of_employment_(primary_occupation),59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,normal_working_hours_per_day,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c22_first_time_to_work,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,want_more_hours_of_work,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,other_job_indicator,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,look_for_additional_work,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,total_hours_worked_for_all_jobs,59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c23_class_of_worker_(primary_occupation),59.73,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c16_kind_of_business_(primary_occupation),59.61,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,"location_of_work_(province,_municipality)",59.61,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c14_primary_occupation,59.61,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c08_currently_attending_school,51.5,Insufficient Data,,Potential MNAR (Drop)
JULY_2023.CSV,c12_job_indicator,48.94,Pattern Found (r=0.81),0.8142,Likely MAR (Impute)
JULY_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.97,Pattern Found (r=0.95),0.9496,Likely MAR (Impute)
JULY_2023.CSV,c09_graduate_of_technical/vocational_course,27.66,Pattern Found (r=0.98),0.981,Likely MAR (Impute)
JULY_2023.CSV,c09a___currently_attending_non_formal_training_for_skills_development,27.66,Pattern Found (r=0.95),0.9541,Likely MAR (Impute)
JULY_2023.CSV,c10_overseas_filipino_indicator,27.66,Pattern Found (r=0.98),0.981,Likely MAR (Impute)
JULY_2023.CSV,work_indicator,8.7,Pattern Found (r=0.51),0.5114,Likely MAR (Impute)
JULY_2023.CSV,c06_marital_status,7.39,Pattern Found (r=0.60),0.5952,Likely MAR (Impute)
JULY_2023.CSV,c07_highest_grade_completed,7.39,Pattern Found (r=0.60),0.5952,Likely MAR (Impute)
AUGUST_2024.CSV,first_time_to_look_for_work,98.83,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,available_for_work,97.14,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c29___last_worked_(year),87.41,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,previous_occupation,87.41,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c29___last_worked_(month),87.41,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c33_kind_of_business_(previous_occupation),87.41,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,78.17,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c26_reason_for_not_looking_for_work,73.75,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,previous_job_indicator,72.57,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.57,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,normal_working_hours_per_day,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c16_nature_of_employment_(primary_occupation),54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,want_more_hours_of_work,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,look_for_additional_work,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,total_hours_worked_for_all_jobs,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,other_job_indicator,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c21_class_of_worker_(primary_occupation),54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c20b___first_time_to_do_any_work,54.82,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c09a_work_arrangement,54.78,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c13_major_occupation_group,54.47,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c15_major_industry_group,54.47,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,"location_of_work_(province,_municipality)",54.47,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,c10_job_indicator,53.1,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2024.CSV,"new_employment_criteria_(jul_05,_2005)",27.4,Pattern Found (r=0.83),0.8332,Likely MAR (Impute)
AUGUST_2024.CSV,c08_overseas_filipino_indicator,25.75,Pattern Found (r=0.78),0.7753,Likely MAR (Impute)
AUGUST_2024.CSV,work_indicator,7.87,Pattern Found (r=0.38),0.3849,Likely MAR (Impute)
AUGUST_2024.CSV,c06_marital_status,6.22,Pattern Found (r=0.57),0.5696,Likely MAR (Impute)
AUGUST_2024.CSV,c07_highest_grade_completed,6.22,Pattern Found (r=0.57),0.5696,Likely MAR (Impute)
FEBRUARY_2024.CSV,first_time_to_look_for_work,98.92,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,available_for_work,97.16,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,previous_occupation,87.55,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c29___last_worked_(year),87.55,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,kind_of_business_(past_quarter),87.55,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c29___last_worked_(month),87.55,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.2,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c26_reason_for_not_looking_for_work,74.58,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.51,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,previous_job_indicator,73.51,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c09a_work_arrangement,55.26,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,normal_working_hours_per_day,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,want_more_hours_of_work,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c18_total_number_of_hours_worked_during_the_past_week,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,total_hours_worked_for_all_jobs,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,other_job_indicator,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,look_for_additional_work,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c20b___first_time_to_do_any_work,55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c21_class_of_worker_(primary_occupation),55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c16_nature_of_employment_(primary_occupation),55.22,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c15_major_industry_group,54.81,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,"location_of_work_(province,_municipality)",54.81,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c13_major_occupation_group,54.81,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,c10_job_indicator,53.37,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.73,Pattern Found (r=0.83),0.8329,Likely MAR (Impute)
FEBRUARY_2024.CSV,c08_overseas_filipino_indicator,27.03,Pattern Found (r=0.78),0.7808,Likely MAR (Impute)
FEBRUARY_2024.CSV,work_indicator,8.63,Pattern Found (r=0.39),0.3944,Likely MAR (Impute)
FEBRUARY_2024.CSV,c07_highest_grade_completed,6.94,Pattern Found (r=0.59),0.5896,Likely MAR (Impute)
MARCH_2024.CSV,first_time_to_look_for_work,98.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,available_for_work,97.3,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c29___last_worked_(year),87.09,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,previous_occupation,87.09,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c29___last_worked_(month),87.09,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,kind_of_business_(past_quarter),87.09,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.85,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c26_reason_for_not_looking_for_work,74.15,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,previous_job_indicator,73.07,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.07,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c09a_work_arrangement,54.99,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c16_nature_of_employment_(primary_occupation),54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,normal_working_hours_per_day,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,want_more_hours_of_work,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,total_hours_worked_for_all_jobs,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,other_job_indicator,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,look_for_additional_work,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c20b___first_time_to_do_any_work,54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c21_class_of_worker_(primary_occupation),54.96,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c13_major_occupation_group,54.69,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c15_major_industry_group,54.69,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,"location_of_work_(province,_municipality)",54.69,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,c10_job_indicator,53.67,Insufficient Data,,Potential MNAR (Drop)
MARCH_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.02,Pattern Found (r=0.81),0.807,Likely MAR (Impute)
MARCH_2024.CSV,c08_overseas_filipino_indicator,26.19,Pattern Found (r=0.78),0.7754,Likely MAR (Impute)
MARCH_2024.CSV,work_indicator,8.66,Pattern Found (r=0.48),0.4795,Likely MAR (Impute)
MARCH_2024.CSV,c06_marital_status,6.83,Pattern Found (r=0.58),0.5834,Likely MAR (Impute)
MARCH_2024.CSV,c07_highest_grade_completed,6.83,Pattern Found (r=0.58),0.5834,Likely MAR (Impute)
MAY_2024.CSV,first_time_to_look_for_work,98.88,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,available_for_work,97.19,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c29___last_worked_(year),87.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,previous_occupation,87.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c29___last_worked_(month),87.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,kind_of_business_(past_quarter),87.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.81,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c26_reason_for_not_looking_for_work,74.35,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,previous_job_indicator,73.23,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.23,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,normal_working_hours_per_day,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c16_nature_of_employment_(primary_occupation),55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,want_more_hours_of_work,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,look_for_additional_work,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c18_total_number_of_hours_worked_during_the_past_week,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,total_hours_worked_for_all_jobs,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,other_job_indicator,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c21_class_of_worker_(primary_occupation),55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c20b___first_time_to_do_any_work,55.17,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c09a_work_arrangement,55.16,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c13_major_occupation_group,54.88,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c15_major_industry_group,54.88,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,"location_of_work_(province,_municipality)",54.88,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,c10_job_indicator,53.39,Insufficient Data,,Potential MNAR (Drop)
MAY_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.4,Pattern Found (r=0.83),0.8344,Likely MAR (Impute)
MAY_2024.CSV,c08_overseas_filipino_indicator,26.71,Pattern Found (r=0.67),0.6669,Likely MAR (Impute)
MAY_2024.CSV,work_indicator,8.55,Pattern Found (r=0.49),0.4896,Likely MAR (Impute)
MAY_2024.CSV,c06_marital_status,6.86,Pattern Found (r=0.59),0.5876,Likely MAR (Impute)
MAY_2024.CSV,c07_highest_grade_completed,6.86,Pattern Found (r=0.59),0.5876,Likely MAR (Impute)
JUNE_2024.CSV,first_time_to_look_for_work,99.01,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,available_for_work,97.35,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c29___last_worked_(year),88.23,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,previous_occupation,88.23,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c29___last_worked_(month),88.23,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,kind_of_business_(past_quarter),88.23,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,78.35,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c26_reason_for_not_looking_for_work,75.37,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,previous_job_indicator,74.37,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,74.37,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c10_job_indicator,54.57,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c09a_work_arrangement,54.16,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c16_nature_of_employment_(primary_occupation),54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,normal_working_hours_per_day,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,total_hours_worked_for_all_jobs,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,other_job_indicator,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,look_for_additional_work,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c20b___first_time_to_do_any_work,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c21_class_of_worker_(primary_occupation),54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,want_more_hours_of_work,54.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c13_major_occupation_group,53.72,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,"location_of_work_(province,_municipality)",53.72,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,c15_major_industry_group,53.72,Insufficient Data,,Potential MNAR (Drop)
JUNE_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.45,Pattern Found (r=0.83),0.8281,Likely MAR (Impute)
JUNE_2024.CSV,c08_overseas_filipino_indicator,26.64,Pattern Found (r=0.83),0.8319,Likely MAR (Impute)
JUNE_2024.CSV,work_indicator,8.73,Pattern Found (r=0.49),0.4889,Likely MAR (Impute)
JUNE_2024.CSV,c06_marital_status,6.93,Pattern Found (r=0.59),0.5855,Likely MAR (Impute)
JUNE_2024.CSV,c07_highest_grade_completed,6.93,Pattern Found (r=0.59),0.5855,Likely MAR (Impute)
APRIL_2024.CSV,c35_when_last_looked_for_work,99.31,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.99,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,first_time_to_look_for_work,98.99,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c32_job_search_method,98.99,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,available_for_work,97.06,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,97.06,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c27_number_of_jobs_during_the_past_week,96.35,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c39___last_worked_(year),86.55,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,kind_of_business_(past_quarter),86.55,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c41__previous_occupation,86.55,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c39___last_worked_(month),86.55,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c25_basic_pay_per_day_(primary_occupation),78.55,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,77.21,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c24_basis_of_payment_(primary_occupation),74.17,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c34_reason_for_not_looking_for_work,73.24,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.23,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,previous_job_indicator,72.23,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c11a___working_arrangement,56.04,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c19_total_number_of_hours_worked_during_the_past_week,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c17_nature_of_employment_(primary_occupation),55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,normal_working_hours_per_day,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c22_first_time_to_work,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,want_more_hours_of_work,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,other_job_indicator,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,look_for_additional_work,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,total_hours_worked_for_all_jobs,55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c23_class_of_worker_(primary_occupation),55.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c16_kind_of_business_(primary_occupation),55.67,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,"location_of_work_(province,_municipality)",55.67,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c14_primary_occupation,55.67,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c08_currently_attending_school,52.94,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,c12_job_indicator,52.73,Insufficient Data,,Potential MNAR (Drop)
APRIL_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.17,Pattern Found (r=0.95),0.9486,Likely MAR (Impute)
APRIL_2024.CSV,c09_graduate_of_technical/vocational_course,26.5,Pattern Found (r=0.99),0.9898,Likely MAR (Impute)
APRIL_2024.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.5,Pattern Found (r=0.95),0.9498,Likely MAR (Impute)
APRIL_2024.CSV,c10_overseas_filipino_indicator,26.5,Pattern Found (r=0.99),0.9898,Likely MAR (Impute)
APRIL_2024.CSV,work_indicator,8.76,Pattern Found (r=0.49),0.4914,Likely MAR (Impute)
APRIL_2024.CSV,c06_marital_status,7.09,Pattern Found (r=0.60),0.5959,Likely MAR (Impute)
APRIL_2024.CSV,c07_highest_grade_completed,7.09,Pattern Found (r=0.60),0.5959,Likely MAR (Impute)
JULY_2024.CSV,c35_when_last_looked_for_work,98.88,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.85,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,first_time_to_look_for_work,98.85,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c32_job_search_method,98.85,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,available_for_work,96.33,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.33,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c27_number_of_jobs_during_the_past_week,96.14,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c39___last_worked_(year),87.1,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,kind_of_business_(past_quarter),87.1,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c41__previous_occupation,87.1,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c39___last_worked_(month),87.1,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c25_basic_pay_per_day_(primary_occupation),78.82,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,77.6,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c24_basis_of_payment_(primary_occupation),74.32,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c34_reason_for_not_looking_for_work,72.72,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,71.57,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,previous_job_indicator,71.57,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c19_total_number_of_hours_worked_during_the_past_week,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c23_class_of_worker_(primary_occupation),56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,normal_working_hours_per_day,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c17_nature_of_employment_(primary_occupation),56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c22_first_time_to_work,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,want_more_hours_of_work,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,total_hours_worked_for_all_jobs,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,other_job_indicator,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,look_for_additional_work,56.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c11a___working_arrangement,56.19,Insufficient Data,,Potential MNAR (Drop)
